Category,Test ID,User Story ID,Test Case Name,API Endpoint,HTTP Method,Test Type,Priority,Pre-Conditions,Request Headers,Request Body,Expected Status Code,Expected Response Fields,Test Steps,Validation Points,AUTOMATED
TestCase8: Reviews,TC-REV-008,US-REV-003,Verify check review status before and after reviewing,/api/products/{id}/reviews/check,GET,Functional,Medium,User logged in and product exists,Authorization: Bearer <user_token>,None,200,success=true | has_reviewed | review,1. Login as user | 2. Check status (should be false) | 3. Create review | 4. Check status again (should be true) | 5. Verify both,Both requests return 200 | First has_reviewed is false | Second has_reviewed is true | Second review object present,y
TestCase9: Stats & Analytics,TC-STAT-001,US-STAT-001,Verify admin can get dashboard statistics,/api/stats,GET,Functional,High,Admin logged in,Authorization: Bearer <admin_token>,None,200,"success=true | data={total_users,total_products,total_orders,total_revenue,pending_orders,total_reviews,low_stock_products}",1. Login as admin | 2. Send GET to stats | 3. Verify statistics,Status code is 200 | Response is valid JSON | success is true | data has total_users/total_products/total_orders/total_revenue/pending_orders/total_reviews/low_stock_products | All values are numbers | Values reflect actual system state,y
TestCase9: Stats & Analytics,TC-STAT-002,US-STAT-001,Verify non-admin cannot access statistics,/api/stats,GET,Security,High,Regular user logged in,Authorization: Bearer <user_token>,None,403,"""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send GET to stats | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase9: Stats & Analytics,TC-STAT-003,US-STAT-002,Verify admin can get dashboard analytics,/api/analytics/dashboard,GET,Functional,High,Admin logged in,Authorization: Bearer <admin_token>,None,200,"success=true | data={monthly_revenue,popular_products=[],page_views_data=[]}",1. Login as admin | 2. Send GET to analytics dashboard | 3. Verify analytics data,Status code is 200 | Response is valid JSON | success is true | data has monthly_revenue | popular_products array contains product objects with orders and views | page_views_data array contains date and views for last 7 days,y
TestCase9: Stats & Analytics,TC-STAT-004,US-STAT-002,Verify non-admin cannot access dashboard analytics,/api/analytics/dashboard,GET,Security,Medium,Regular user logged in,Authorization: Bearer <user_token>,None,403,"""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send GET to analytics dashboard | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase9: Stats & Analytics,TC-STAT-005,US-STAT-003,Verify admin can get sales reports,/api/analytics/reports/sales,GET,Functional,High,Admin logged in,Authorization: Bearer <admin_token>,None,200,success=true | data={sales report data},1. Login as admin | 2. Send GET to sales report | 3. Verify report data,Status code is 200 | Response is valid JSON | success is true | data contains sales metrics and trends,y
TestCase9: Stats & Analytics,TC-STAT-006,US-STAT-003,Verify non-admin cannot access sales reports,/api/analytics/reports/sales,GET,Security,High,Regular user logged in,Authorization: Bearer <user_token>,None,403,success=false | error,1. Login as user | 2. Send GET to sales reports | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-001,US-HELP-004,Verify admin can create help article,/api/help,POST,Functional,Medium,Admin logged in,Authorization: Bearer <admin_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",201,"    ""message"": ""Article created successfully"",
    ""success"": true",1. Login as admin | 2. Send POST with article data | 3. Verify created,Status code is 201 | Response is valid JSON | success is true | message is 'Help article created successfully',y
TestCase10: Help Center,TC-HELP-002,US-HELP-004,Verify create help article fails without admin,/api/help,POST,Security,Medium,Regular user logged in,Authorization: Bearer <user_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",403,"""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send POST | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-003,US-HELP-005,Verify admin can update help article,/api/help/{id},PUT,Functional,Medium,Admin logged in and article exists,Authorization: Bearer <admin_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",200,"    ""message"": ""Article updated successfully"",
    ""success"": true",1. Login as admin | 2. Create article | 3. Send PUT with updates | 4. Verify updated,Status code is 200 | Response is valid JSON | success is true | message is 'Help article updated successfully' | data reflects updates,y
TestCase10: Help Center,TC-HELP-004,US-HELP-005,Verify update help article fails for non-existent article,/api/help/{id},PUT,Negative,Low,Admin logged in,Authorization: Bearer <admin_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",404,"    ""error"": ""Article not found"",
    ""success"": false",1. Login as admin | 2. Send PUT with invalid article ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-005,US-HELP-001,Verify get all help articles,/api/help,GET,Functional,Medium,Help articles exist,Content-Type: application/json,None,200,success=true | data=[articles] | count,1. Send GET to help endpoint | 2. Verify articles returned,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each article has id/title/content/category/helpful_count,y
TestCase10: Help Center,TC-HELP-006,US-HELP-002,Verify get help categories,/api/help/categories,GET,Functional,Medium,Help categories exist,Content-Type: application/json,None,200,success=true | data=[categories],1. Send GET to help categories | 2. Verify categories returned,Status code is 200 | Response is valid JSON | success is true | data is array of categories,y
TestCase10: Help Center,TC-HELP-007,US-HELP-003,Verify get specific help article from previous tests,/api/help/{id},GET,Functional,Medium,Help article exists,Content-Type: application/json,None,200,success=true | data={article object},1. Send GET for specific article | 2. Verify article details,Status code is 200 | Response is valid JSON | success is true | data contains complete article info,y
TestCase10: Help Center,TC-HELP-008,US-HELP-003,Verify get help article fails for non-existent ID,/api/help/{id},GET,Negative,Low,None,Content-Type: application/json,None,404,"    ""error"": ""Article not found"",
    ""success"": false",1. Send GET with invalid article ID | 2. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-009,US-HELP-006,Verify user can mark article as helpful,/api/help/{id}/helpful,POST,Functional,Low,User logged in and article exists we can create new article,Authorization: Bearer <user_token>,None,200,"  ""message"": ""Thank you for your feedback!"",
    ""success"": true",1. Login as user | 2. Send POST to mark helpful | 3. Verify helpful count increased,Status code is 200 | Response is valid JSON | success is true | message is 'Article marked as helpful' | helpful_count increased by 1,y
TestCase10: Help Center,TC-HELP-010,US-HELP-006,Verify user can mark article as helpful twice,/api/help/{id}/helpful,POST,Security,Medium,User logged in and article id already marked,Authorization: Bearer <user_token>,None,400,"   ""already_helpful"": true,
    ""error"": ""You have already marked this article as helpful"",
    ""success"": false",1. Login as user | 2. Send POST to mark helpful | 3. Verify helpful count increased,Status code is 400| Response is valid JSON | success is false | erroris 'You have already marked this article as helpful | already_helpful=true,y
TestCase10: Help Center,TC-HELP-011,US-HELP-006,Verify mark helpful fails for non-existent article,/api/help/{id}/helpful,POST,Negative,Low,User logged in,Authorization: Bearer <user_token>,None,404,"  ""success"": false,
    ""error"": ""Article not found""",1. Login as user | 2. Send POST with invalid article ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase11: Contact,TC-CONT-001,US-CONT-001,Verify user can submit contact message,/api/contact,POST,Functional,High,User logged in or anonymous,Authorization: Bearer <user_token>,"{""name"": ""Test User"", ""email"": ""test@example.com"", ""subject"": ""Test Subject"", ""message"": ""Test message content""}",201,"success=true | message='Your message has been submitted successfully. We will get back to you soon!' | data={id,name,email,subject,message,status,created_at}",1. Login as user (optional) | 2. Send POST with contact data | 3. Verify submitted,Status code is 201 | Response is valid JSON | success is true | message is 'Your message has been submitted successfully. We will get back to you soon!' | data has id/name/email/subject/message/status/created_at,y
TestCase11: Contact,TC-CONT-002,US-CONT-001,Verify submit contact fails with missing required fields,/api/contact,POST,Negative,Medium,None,Content-Type: application/json,"{""name"": ""Test""}",400,"    ""error"": ""Name, email, and message are required"",
    ""success"": false",1. Send POST with incomplete data | 2. Verify validation error,Status code is 400 | Response is valid JSON | success is false | error indicates missing fields,y
TestCase11: Contact,TC-CONT-003,US-CONT-002,Verify admin can view all contact messages,/api/contact/messages,GET,Functional,High,Admin logged in and messages exist,Authorization: Bearer <admin_token>,None,200,success=true | data=[messages] | count,1. Login as admin | 2. Send GET to messages | 3. Verify messages returned,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each message has id/name/email/subject/message/status/created_at |  | Save Last Message ID in conston and json utility,y
TestCase11: Contact,TC-CONT-004,US-CONT-002,Verify non-admin cannot view contact messages,/api/contact/messages,GET,Security,High,Regular user logged in,Authorization: Bearer <user_token>,None,403,"    ""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send GET to messages | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase11: Contact,TC-CONT-005,US-CONT-003,Verify admin can respond to contact message,/api/contact/messages/{id}/respond,POST,Functional,High,Admin logged in and message exists use last message from TC-CONT-003,Authorization: Bearer <admin_token>,"{""response"": ""Thank you for contacting us. We will help you...""}",200,success=true | message='Response sent successfully' ,1. Login as admin | 2. Get message | 3. Send POST with response | 4. Verify sent,Status code is 200 | Response is valid JSON | success is true | message is 'Response sent successfully' | data shows updated status and response,y
TestCase11: Contact,TC-CONT-006,US-CONT-003,Verify respond fails for non-existent message,/api/contact/messages/9999/respond,POST,Negative,Medium,Admin logged in,Authorization: Bearer <admin_token>,"{""response"": ""Test""}",404,"    ""error"": ""Message not found"",
    ""success"": false",1. Login as admin | 2. Send POST with invalid message ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase11: Contact,TC-CONT-007,US-CONT-003,Verify non-admin cannot respond to messages,/api/contact/messages/{id}/respond,POST,Security,High,Regular user logged in and message exists,Authorization: Bearer <user_token>,"{""response"": ""Test""}",403,"   ""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send POST to respond | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase12: Wishlist,TC-WISH-001,US-WISH-001,Verify user can add product to wishlist,/api/wishlist,POST,Functional,High,"User logged in and product exists
user_id from ids.json using jsonutility
+
product_id from ids.json using jsonutility",Authorization: Bearer <user_token>,"
    ""user_id"": {{user_id}},
    ""product_id"": {{product_id}}
",201,"    ""message"": ""Product added to wishlist successfully"",
    ""success"": true",1. Login as user | 2. Send POST to add to wishlist | 3. Verify added,Status code is 201 | Response is valid JSON | success is true | message indicates successful addition ,y
TestCase12: Wishlist,TC-WISH-002,US-WISH-001,Verify add to wishlist fails for non-existent product,/api/wishlist,POST,Negative,Medium,User logged in,Authorization: Bearer <user_token>,"
    ""user_id"": {{user_id}},
    ""product_id"": 999999
",404,"    ""error"": ""Product not found"",
    ""success"": false",1. Login as user | 2. Send POST with invalid product_id | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase12: Wishlist,TC-WISH-003,US-WISH-001,Verify user cannot add same product to wishlist twice,/api/wishlist,POST,Negative,Medium,"User logged in and product exists
user_id from ids.json using jsonutility
+
product_id from ids.json using jsonutility",Authorization: Bearer <user_token>,"
    ""user_id"": {{user_id}},
    ""product_id"": {{product_id}}
",400,"""error"": ""Product already in wishlist"",
    ""success"": false",1. Login as user | 2. Add product to wishlist | 3. Try adding again | 4. Verify error,Status code is 400 | Response is valid JSON | success is false | error indicates duplicate,y
TestCase12: Wishlist,TC-WISH-004,US-WISH-002,Verify user can view their wishlist,/api/wishlist,GET,Functional,High,"User logged in with wishlist items
user_id from ids.json using jsonutility",Authorization: Bearer <user_token>,None,200,success=true | data=[wishlist items] | count,1. Login as user | 2. Add items to wishlist | 3. Send GET | 4. Verify wishlist,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each item contains product details | save wishlist_item_id using jsonutility to ids.json,y
TestCase12: Wishlist,TC-WISH-005,US-WISH-002,Verify empty wishlist returns empty array,/api/wishlist,GET,Functional,Medium,User logged in with empty wishlist,Authorization: Bearer <new-user_token>,None,200,success=true | data=[] | count=0,1. Login as user | 2. Ensure wishlist empty | 3. Send GET | 4. Verify empty,Status code is 200 | Response is valid JSON | data is empty array | count is 0,y
TestCase12: Wishlist,TC-WISH-006,US-WISH-003,Verify user can remove product from wishlist,/api/wishlist/{id},DELETE,Functional,High,User logged in with item in wishlist,Authorization: Bearer <user_token>,None,200,success=true | message='Product removed from wishlist' | data={removed item},1. Login as user | 2. Add item to wishlist | 3. Send DELETE | 4. Verify removed,Status code is 200 | Response is valid JSON | success is true | message confirms removal | data has removed item details | Subsequent GET shows item removed,y
TestCase12: Wishlist,TC-WISH-007,US-WISH-003,Verify remove from wishlist fails for non-existent item,/api/wishlist/{id},DELETE,Negative,Medium,"User logged in, get wishlist_item_id using jsonutlity from ids.json",Authorization: Bearer <user_token>,None,404,"    ""error"": ""Wishlist item not found"",
    ""success"": false",1. Login as user | 2. Send DELETE with invalid wishlist item ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase13: Coupons,TC-COUP-001,US-COUP-001,Verify get available coupons,/api/coupons,GET,Functional,Medium,Coupons exist,Content-Type: application/json,None,200,success=true | data=[coupons],1. Send GET to coupons | 2. Verify coupons returned,Status code is 200 | Response is valid JSON | success is true | data is array | Each coupon has code/discount/expiry date/conditions,y
TestCase13: Coupons,TC-COUP-002,US-COUP-001,Verify non-admin can't get available coupons,/api/coupons,GET,Security,High,user login-in,Authorization: Bearer <user_token>,None,403,"    ""error"": ""Admin privileges required"",
    ""success"": false",1. Send GET to coupons | 2. Verify coupons returned,Status code is 403 | success is false | admin privilage error message apears,y
TestCase13: Coupons,TC-COUP-003,US-COUP-003,Verify admin can create coupon,/api/coupons,POST,Functional,High,"Admin logged in, generate random code using java_Faker",Authorization: Bearer <admin_token>,"    ""code"": ""{{random_code_using_java_Faker}}"",
    ""description"": ""10% off first order"",
    ""discount_type"": ""percentage"",
    ""discount_value"": 10,
    ""min_order_amount"": 50,
    ""max_discount"": 30,
    ""usage_limit"": 100",201,success=true | message='Coupon created successfully' | data={coupon object},1. Login as admin | 2. Send POST with coupon data | 3. Verify created,Status code is 201 | Response is valid JSON | success is true | message is 'Coupon created successfully' | data has coupon details matching input | save the random code using jsonutility to json ids.json,y
TestCase13: Coupons,TC-COUP-004,US-COUP-003,Verify create coupon fails without admin,/api/coupons,POST,Security,High,Regular user logged in,Authorization: Bearer <user_token>,"    ""code"": ""{{random_code_using_java_Faker}}"",
    ""description"": ""10% off first order"",
    ""discount_type"": ""percentage"",
    ""discount_value"": 10,
    ""min_order_amount"": 50,
    ""max_discount"": 30,
    ""usage_limit"": 100",403,"    ""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send POST | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase13: Coupons,TC-COUP-005,US-COUP-003,Verify create coupon fails with missing coupon data,/api/coupons,POST,Negative,Medium,"Admin logged in, generate random code using java_Faker",Authorization: Bearer <admin_token>,"{""code"": ""RANDOM_USING_JAVA_FAKER"", ""discount"": 15, ""type"": ""percentage"", ""expiry_date"": ""2026-12-31""}",400,"    ""error"": ""Missing required fields"",
    ""success"": false",1. Login as user | 2. Send POST | 3. Verify missing data message,Status code is 400  | success is false,y
TestCase13: Coupons,TC-COUP-006,US-COUP-003,Verify create coupon fails with duplicate code,/api/coupons,POST,Negative,Medium,Admin logged in and coupon code exists restore from jsonutility,Authorization: Bearer <admin_token>,"{""code"": ""<existing_code>"", ""discount"": 20, ""type"": ""percentage""}",400,"""error"": ""Coupon code already exists"",
    ""success"": false",1. Login as admin | 2. Send POST with existing code | 3. Verify error,Status code is 400 | Response is valid JSON | success is false | error indicates duplicate code,y
TestCase13: Coupons,TC-COUP-007,US-COUP-002,Verify validate valid coupon code,/api/coupons/validate,POST,Functional,Medium,"Valid coupon exists, get from jsonutility from ids.json",Authorization: Bearer <user_token>,"{""code"": ""coupone_used""}",200,success=true | data={coupon details},1. Login as user | 2. Send POST with valid code | 3. Verify validated,Status code is 200 | Response is valid JSON | success is true | data has coupon discount and conditions,y
TestCase13: Coupons,TC-COUP-008,US-COUP-002,Verify validate invalid coupon code,/api/coupons/validate,POST,Negative,Medium,User logged in,Authorization: Bearer <user_token>,"{""code"": ""INVALID""}",404,"   ""error"": ""Invalid coupon code"",
    ""success"": false",1. Login as user | 2. Send POST with invalid code | 3. Verify error,Status code is 404 | Response is valid JSON | success is false | valid is false | error is 'Coupon not found',y
TestCase13: Coupons,TC-COUP-009,US-COUP-002,Verify validate expired coupon,/api/coupons/validate,POST,Negative,Medium,User logged in and expired coupon exists,Authorization: Bearer <user_token>,"{""code"": ""EXPIRED""}",400,"  ""error"": ""Coupon has expired"",
    ""success"": false",1. Login as user | 2. Send POST with expired coupon code | 3. Verify error,Status code is 400 | Response is valid JSON | success is false | valid is false | error indicates expired,y
TestCase14: Notifications,TC-NOTIF-001,TEST-ENDPOINT,Verifiy as tester can create test notifications,/notifications/test-create,POST,Testing,N/A,User or Admin Logged in,Authorization: Bearer <user_token> ,"""count"":10",201,"success=true | data=[notifications]  | ""message"": ""Created 10 test notification(s)"",",1. Login as user | 2. send POST | Verifiy test notifications created or not,Status code is 201 | Response is valid JSON | success is true | save last notification_id using json utiltiy to use later,y
TestCase14: Notifications,TC-NOTIF-002,US-NOTIF-001,Verify user can get their notifications,/api/notifications,GET,Functional,High,User or Admin Logged in with notifications,Authorization: Bearer <user_token> ,None,200,"success=true | data=[notifications] | count | ""unread_count"": 2",1. Login as user | 2. Perform actions creating notifications | 3. Send GET | 4. Verify notifications,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each notification has id/user_id/message/type/read status/created_at | save last notification_id using json utiltiy to use later,y
TestCase14: Notifications,TC-NOTIF-003,US-NOTIF-001,Verify empty notifications returns empty array,/api/notifications,GET,Functional,Medium,User logged in without notifications  so create and login new user,Authorization: Bearer <new_registered_user_token>,None,200,success=true | data=[] | count=0,1. Login as new user | 2. Send GET | 3. Verify empty,Status code is 200 | Response is valid JSON | data is empty array | count is 0,y
TestCase14: Notifications,TC-NOTIF-004,US-NOTIF-002,Verify user can mark notification as read,/api/notifications/{id}/read,PUT,Functional,Medium,User or Admin Logged in with unread notifications | use notification_id using jsonutiltiy,Authorization: Bearer <user_token> ,None,200,success=true | message='Notification marked as read' | data={updated notification},1. Login as user | 2. Get unread notification | 3. Send PUT to mark read | 4. Verify marked,Status code is 200 | Response is valid JSON | success is true | message is 'Notification marked as read' | data shows read status is true,y
TestCase14: Notifications,TC-NOTIF-005,US-NOTIF-002,Verify mark notification as read fails for non-existent notification,/api/notifications/{id}/read,PUT,Negative,Low,User or Admin Logged,Authorization: Bearer <user_token> ,None,404,"    ""error"": ""Notification not found"",
    ""success"": false",1. Login as user | 2. Send PUT with invalid notification ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase14: Notifications,TC-NOTIF-006,US-NOTIF-003,Verify user can mark all notifications as read,/api/notifications/read-all,PUT,Functional,Medium,User or Admin Logged in with unread notifications | use notification_id using jsonutiltiy,Authorization: Bearer <user_token>,None,200,"    ""message"": ""n notifications marked as read"",
    ""success"": true",1. Login as user | 2. Have multiple unread notifications | 3. Send PUT to mark all read | 4. Verify all marked,Status code is 200 | Response is valid JSON | success is true | message is 'All notifications marked as read' | updated_count shows number updated | Subsequent GET shows all are read,y
TestCase14: Notifications,TC-NOTIF-007,US-NOTIF-003,Verify mark all notifications on already read notifications,/api/notifications/read-all,PUT,Functional,Low,User logged in with all read notifications,Authorization: Bearer <user_token>,None,200,success=true | message | updated_count=0,1. Login as user | 2. Mark all read | 3. Send PUT again | 4. Verify success with count 0,Status code is 200 | Response is valid JSON | updated_count is 0,y
TestCase14: Notifications,TC-NOTIF-008,US-NOTIF-001,Verify user cannot access another user's notifications,/api/notifications,GET,Security,High,Two users logged in with notifications,Authorization: Bearer <user1_token>,None,200,success=true | data=[user1 notifications only],1. User1 has notifications | 2. User2 has notifications | 3. User1 gets notifications | 4. Verify only user1 notifications,Status code is 200 | data contains only user1 notifications | Cannot see user2 notifications,y
TestCase15: Search & Recommendations,TC-SEARCH-001,US-SEARCH-001,Verify advanced product search with filters,/api/search/advanced,GET,Functional,High,Products exist,Content-Type: application/json,None,200,success=true | data=[filtered products] | filters_applied={},1. Send GET with multiple filters | 2. Verify filtered results,Status code is 200 | Response is valid JSON | success is true | data contains products matching filters | filters_applied shows which filters used,y
TestCase15: Search & Recommendations,TC-SEARCH-002,US-SEARCH-001,Verify advanced search with all filter combinations,/api/search/advanced?category=Electronics&min_price=100&max_price=1000&sort=price_asc,GET,Functional,High,Products exist,Content-Type: application/json,None,200,success=true | data=[filtered and sorted products],1. Send GET with all filter params | 2. Verify results match all criteria,Status code is 200 | All products match category | All prices in range | Results sorted by price ascending,y
TestCase15: Search & Recommendations,TC-SEARCH-003,US-SEARCH-002,Verify get product recommendations,/api/recommendations/{id},GET,Functional,Medium,Product exists,Content-Type: application/json,None,200,success=true | data=[recommended products],1. Send GET for product recommendations | 2. Verify recommendations returned,Status code is 200 | Response is valid JSON | success is true | data is array of related products,y
TestCase15: Search & Recommendations,TC-SEARCH-004,US-SEARCH-002,Verify recommendations for non-existent product,/api/recommendations/99999,GET,Negative,Low,None,Content-Type: application/json,None,404,"   ""error"": ""Product not found"",
    ""success"": false",1. Send GET with invalid product ID | 2. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase16: Blog,TC-BLOG-001,US-BLOG-001,Verify get all blog posts,/api/blog/posts,GET,Functional,Low,Blog posts exist,Content-Type: application/json,None,200,success=true | data=[posts] | count,1. Send GET to blog posts | 2. Verify posts returned,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each post has id/title/content/author/published_date | save last blog  postid,y
TestCase16: Blog,TC-BLOG-002,US-BLOG-001,Verify empty blog returns empty array,/api/blog/posts/?status=non-exist,GET,Functional,Low,No blog posts,Content-Type: application/json,None,200,"   ""count"": 0,
    ""data"": [],
    ""success"": true",1. Send GET when no posts exist | 2. Verify empty result,Status code is 200 | Response is valid JSON | data is empty array | count is 0,y
TestCase16: Blog,TC-BLOG-003,US-BLOG-002,Verify get specific blog post,/api/blog/posts/{id},GET,Functional,Low,"Blog post exists, use blog_id of TC-BLOG-01",Content-Type: application/json,None,200,success=true | data={post object},1. Send GET for specific post | 2. Verify post details,Status code is 200 | Response is valid JSON | success is true | data has complete post info,y
TestCase16: Blog,TC-BLOG-004,US-BLOG-002,Verify get blog post fails for non-existent ID,/api/blog/posts/{id},GET,Negative,Low,None,Content-Type: application/json,None,404,"  ""error"": ""Post not found"",
    ""success"": false",1. Send GET with invalid post ID | 2. Verify error,Status code is 404 | Response is valid JSON | success is false,y
